nombre,razon_social,domicilio,colonia,poblacion
MI GASOLINA LOS ANGEL ,DISEL Y GASOL LAGUNA SACV,AV A CARDENAS NO 225,NVA LOS ANGELES,TORREON COAH
MI GASOLINA REF,DIESEL GASOL DE LA LAGUNA SACV,AV JUAMBELZ NTE NO 37,NVO TORREON,TORREON COAH
MI GASOLINA SALT 400  ,DIESEL Y GASOLINA LAGUNA SACV ,DIG DE LAS FTES NO 1463,CAMP LA ROSITA,TORREON COAH
NASSA TORREON,NORMAN AUTO SERV SA CV,CALZ CUAUHTEMOC SUR NO 232,CENTRO,TORREON COAH
OPER HIDRO,OPERADORA DE HIDRO SA CV,BLVD INDEP NO 1100 OTE L1,CENTRO,TORREON COAH
SERV AGUILA NACIONAL,FLORES J CAROLINA,AV BRVO Y AGUILA NNAL,CENTRO,TORREON COAH
SERV ALAMEDA,SERV ALAMEDA SA CV,BLVD REVOLUCION OTE NO 431,ZONA CENTRO,TORREON COAH
SERV AUTOM LA ROS DEB ,SERV AUTOM LA ROSITA SA CV,CALZ SALTILLO 400 NO 235,CAMPESTRE LA ROSITA,TORREON COAH
SERV AUTOM LA ROSITA  ,SERV AUTOM LA ROSITA SA CV,CALZ SALTILLO 400 NO 235,CAMPESTRE LA ROSITA,TORREON COAH
SERV CTRO TRAIL FALCON,SERVCTRO TRAILERO FALCON SA CV,CALLE PERIFERICO NO 4600,CIUDAD IND DE TORR,TORREON COAH
SERV CUATRO CMINOS,SERV CUATRO CMOS TORREON SA,BLVD REF CALZ MANUEL AVILA AC,CENTRO,TORREON COAH
SERV DEL NORTE BI,SERV DEL NTE BI SA CV,BLVD RODRIGUEZ TRIANA NO 100,DIVISION DEL NORTE,TORREON COAH
SERV GASOLINEROS D MEX,SERV GASOL DE MEX SA C,BLVD INDEPENDENCIA Y RIO SALAD,LAS MAGDALENAS,TORREON COAH
SERV GASOLINEROS D MEX,SERV GASOL DE MEX SA CV,CALZ COLON NTE NO 108,CENTRO,TORREON COAH
SERV POLARIS,SERV POLARIS SA CV,AV GUERRERO NO 2355,CENTRO,TORREON COAH
SERVITEC,GASOLINERA SERVITEC SA CV,PO DEL TECNOLOGICO SN,FRAC RESID LA HDA,TORREON COAH
SERVITEC INDEPEN,GASOLINERA SERVITEC SA CV,BLVD INDEP ESQ RIO SUCHIATE SN,CENTRO,TORREON COAH
SUPER SERV ALMAN,SUPER SERV ALMAN SA CV,AV BRAVO ESQ INTEROCEANICA SN,SAN MARCOS,TORREON COAH
GAS MABARAK,GAS DEL PAPALOAPAN SA CV,CARR CD ALEMAN APTO KM 1.3,NOVARA,TRES VALLES VER
SERV COSTA VERDE 1,GASOL COSTA VERDE II SRL CV,KM 49 CARR CD ALEMAN TINAJAS,ZONA FEDERAL,TRES VALLES VER
SERV COSTA VERDE 2,GASOL COSTA VERDE II SRL CV,BLVD ALVARO OBREGON SN,ZONA FEDERAL,TRES VALLES VER
ESTACION DE SERV TULA ,ESTACION SERVICIO TULA SA CV  ,CARR TULA TEPEJI KM 2 NO S N,TOLTECA,TULA DE ALLENDE HGO
PARAN MEGASERVS,PARAN MEGASERVICIOS SA CV,CARR TULA JOROBAS KM 3 5 NO 20,EL LLANO,TULA DE ALLENDE HGO
SERV ALVAREZ,ALVAREZ GERMAN ALICIA B,LAZARO CARDENAS NO 303,CENTRO,TULA DE ALLENDE HGO
SERV ALVAREZ DEB,ALVAREZ GERMAN ALICIA BERTHA  ,LAZARO CARDENAS NO 303,CENTRO,TULA DE ALLENDE HGO
SERV TODA,SERVICIO TODA SA CV,MELCHOR OCAMPO NO 103,CENTRO,TULA DE ALLENDE HGO
GASOL TULA,GASOLINERA TULA SA CV,CARR TULA CD VICTORIA KM 38,TULA,TULA TAMPS
EST DE SERV BUENOS AIR,GASOLINERIA BUENOS AIRES SA CV,CARR TULANCINGO JALTEPEC KM 2,SAN NICOLAS EL CHICO,TULANCINGO D BRAVO HGO
SERV LA FUENTE,SERV LA FUENTE SA CV,CARR MEXICO TUXPAN KM 142,LOS PINOS,TULANCINGO D BRAVO HGO
SERVICIO SIOLEN,OLVERA CASTELAN FELIPE S,KM 1 CARR TGO STGO TPC SN,ZAPOTLAN DE ALLENDE,TULANCINGO D BRAVO HGO
GASOL OITAVEN,OITAVEN SA CV,PROL AV HIDALGO NO 507,PARAISO,TULANCINGO HGO
SERV LA FUENTE,SERVICIO LA FUENTE SA CV,C MEXICO TUXPAN E ZAPATA 516,LOS PINOS,TULANCINGO HGO
SERV NAVEL,VELASCO OROZCO LUIS,CARR TULANCINGO KM 1.5 SN,MEDIAS TIERRAS,TULANCINGO HGO
SERV SAN NICOLAS,OLVERA GARCIA HERIBERTO,CARR TULANCINGO JALTEPEC NO807,SAN NICOLAS,TULANCINGO HGO
SERV TULANCINGO,GARCIA MELLADO MA REFUGIO,LAZARO CARDENAS PTE NO 102,CENTRO,TULANCINGO HGO
SERV TULANCINGO DEB,GARCIA MELLADO MA REFUGIO,LAZARO CARDENAS PTE NO 102,CNETRO,TULANCINGO HGO
SERV TRIANGULO,INMUEBLES VENTA CARPIO SA CV  ,CARR COACALCO TULTEPEC NO 180,CENTRO,TULTEPEC EM
ALTAVILLA,ALTAVILLA SA CV,VIA LOPEZ PORTILLO ESQ HIDALGO,SAN FRANCISCO CHILPAN,TULTITLAN EM
COMB INSURGENTES,COMBUSTIBLES INSURGENTES SA CV,VIA JOSE LOPEZ PORTILLO NO SN,BELLO HORIZONTE,TULTITLAN EM
DIST GARYCAR,DIST GARYCAR SA CV,VIA L PORTILLO NO 15,MARIANO ESCOBEDO,TULTITLAN EM
DIST GARYCAR,DISTRIBUIDORA GARYCAR SA CV,VIA J L PORTILLO NO 15,MARIANO ESCOBEDO,TULTITLAN EM
DRISTRIBUIDORA GARYCAR,DISTRIBUIDORA GARYCAR SA CV,VIA JOSE LOPEZ PORTILLO NO 15,ESCOBEDO MARIANO KM 17 5,TULTITLAN EM
GASOL GPO MEXICANO,GASOL GPO MEXICANO SA CV,CARR MEX CUAUTITLAN KM 27,CENTRO,TULTITLAN EM
GASOL INMOBIL TETITO  ,INMOBILIARIA TETITO SA CV,AV JOSE LOPEZ PORTILLO NO 114,BELLO HORIZONTE,TULTITLAN EM
SERV AUTOPISTA PACHUCA,SERV AUT PACHUCA SA CV,VIA MORELOS NO 515,PARAJE DE SAN FRANCISCO CHILPA,TULTITLAN EM
SERV CUAUHTEPEC,SERVICIO CUAUHTEPEC SA CV,VIA JOSE L PORTILLO NO 192,SANTA MARIA CUAUTEPEC,TULTITLAN EM
SERV PANAMERICANO COMB,SERV PANAMERICANO COMB SA CV  ,ALCANFORES NO 150,BELLO HORIZONTE,TULTITLAN EM
SERV PRADOS,DIMECO SA CV,AV PRADOS MZ 1 LT 2,IZCALLI SN PABLO,TULTITLAN EM
SERV RAVES,SERVICIO RAVES SA CV,VIA JOSE LOPEZ PORTILLO NO 5,RECURSOS HIDRAULICOS,TULTITLAN EM
SERV TULTITLAN II,SERVICIO TULT EXPRESS SA CV,VIA JOSE LOPEZ PORTILLO NO 127,SAN BARTOLO BARRIO,TULTITLAN EM
SERV TULTITLANI,SERVICIO TULTI EXPRESS SA CV  ,VIA LOPEZ PORTILLO NO 75,PARAJE DE SAN FRANCISCO CHILPA,TULTITLAN EM
SUPER SERV IZCALLI,SUPER SERVICIO IZCALLI SA CV  ,BLVD TULTITLAN NO 157 COCEM 1,LOS REYES BARRIO,TULTITLAN EM
GASOLS BELLO,GASOLINERAS BELLO SA CV,GENERAL ARTEAGA NO 11,CENTRO,TUXPAN D RODRIGUEZ CANO VER
GASOLS BELLO,GASOLINERAS BELLO SA CV,AV DEMETRIO RUIZ M NO 33 B,ZAPOTE GORDO,TUXPAN D RODRIGUEZ CANO VER
SERV CANOAS,SERV CANOAS SA CV,CARR A LA BARRA NO 33 EJIDO,CENTRO,TUXPAN D RODRIGUEZ CANO VER
GASOL CUATRO CAMINOS  ,VERGARA TORO IMELDA,CRUCERO CUATRO CAMINOS SN,CENTRO,TUXPAN JAL
GASOL SERV TUXPAN,COVARRUBIAS RUIZ MARCELA,KM 12 CARR ATENQUIQUE SN,CENTRO,TUXPAN JAL
AUTO SERV HEDAL,AUTOSERVICIO HEDAL SA CV,AV CUAUHTEMOC NO 72,DEL VALLE,TUXPAN VER
GASBEL LA PLAYA,GASBEL LA PLAYA SA CV,CARR LA BARRA KM 6.0 NO 164,AIRE LIBRE,TUXPAN VER
GASOL DEL RIO,GASOL DEL RIO SA CV,BLVD MAPLES ARCE NO 134,ADOLFO RUIZ CORTINEZ,TUXPAN VER
GASOL FOY DE TUXPAN,GASOL FOY DE TUXPAN SA CV,AMERICAS NO 67,ANAHUAC,TUXPAN VER
GASOL FOY TUXPAN DEB  ,GADOL FOY DE TUXPAN SA CV,AMERICAS NO 67,ANAHUAC,TUXPAN VER
GASOL PETROVER,GASOLINERA ODES SA CV,AV LAS AMERICAS NO 9 L B,ANAHUAC,TUXPAN VER
GASOL QUATZAL,NEIRA WILSON ARTURO,CARR TUXPAN TAMPICO KM 7,CENTRO,TUXPAN VER
GASOLS BELLO PANTEPEC ,GASOLS BELLO PANTEPEC SA CV,KM 346 CARR MEXICO TUXPAN SN,SANTIAGO DE LA PENA,TUXPAN VER
EST DE SERV TUXTEPEC  ,EST DE SERVICIO TUXTEPEC SA CV,AV 5 DE MAYO NO 1953,LA PIRAGUA,TUXTEPEC OAX
GAS MABARAK,GAS DEL PAPALOAPAN SA CV,CARR FED TUXT CD ALEMAN KM0 50,CENTRO,TUXTEPEC OAX
GASOL COSTA VERDE,GASOL COSTA VERDE SRL CV,BLVD BENITO JUAREZ NO 1,CENTRO,TUXTEPEC OAX
SERV GILGA,SERV GILGA SA CV,BLVD PLAN DE TUXTEPEC 1,ZONA FEDERAL,TUXTEPEC OAX
SERV SEBASTOPOL TUXTE ,SERV SEBASTOPOL SA CV,KM 6 CARR TUXTEPEC VALLE NAL,ZONA FEDERAL,TUXTEPEC OAX
GASOL TUXTLA CHICO,GASOLINERA TUXTLA CHICO SA CV ,CARR TAPACH TALISMAN KM 14.5,TUXTLA CHICO,TUXTLA CHICO CHIS
AUTO SERV CABALLERO,AUTO SERV CABALLERO SA CV,BLVD ANGEL ALBINO CORZO NO 914,MAGISTERIO,TUXTLA GUTIERREZ CHIS
COMER NANDARA 8330,COMERCIALIZ NANDARA SA CV,CALZ AL SUMIDERO NO 1440,EL VALLE,TUXTLA GUTIERREZ CHIS
COMERC NANDALUMI 4629 ,COMER NANDALUMI SA CV,CALZ SUMIDERO NO 1440,EL VALLE,TUXTLA GUTIERREZ CHIS
COMERC NANDALUMI 7633 ,COMERC NANDALUMI SA CV,9 SUR OTE NO 2846,CAMINERA,TUXTLA GUTIERREZ CHIS
DINAMICA D COMBUSTIBLE,DINAMICA DE COMB SA CV,BLVD BELIZARIO DGUEZ NO 1616,CENTRO,TUXTLA GUTIERREZ CHIS
GASOL GAMBOA,GASOLINERIA GAMBOA SRL,AV CENTRAL OTE NO 1390,CENTRO,TUXTLA GUTIERREZ CHIS
GASOL LAGUITOS,AUTOCENTRO LOS LAGUITOS SA CV ,PROL 5TA NTE PTE SN,LA ALBORADA,TUXTLA GUTIERREZ CHIS
GASOL LIBRAMIENTO,GASOL EL LIBRAMIENTO SUR SA CV,LIBRAMIENTO SUR OTE NO 2651,FRANCISCO I MADERO,TUXTLA GUTIERREZ CHIS
GASOL LUM HA,UNID CORP DE ENERGETICOS SACV ,5A NTE PTE NO 3969,CENTRO,TUXTLA GUTIERREZ CHIS
GASOL PASO LIMON,GAS Y LUBRI PASO LIMON SA CV  ,BLVD SALOMON GLEZ BCO NO 3672,LAS PALMAS,TUXTLA GUTIERREZ CHIS
GASOL QUINTA NTE,GASOLINERIA QUINTA NTE SACV,5A NTE PTE NO 706,CENTRO,TUXTLA GUTIERREZ CHIS
GPO GASOL DEL SUR,GPO GASOL DE SUR SA CV,C 9 SUR PTE NO 2280,PENIPAK,TUXTLA GUTIERREZ CHIS
GPO GASOL DEL SUR,GPO GASOL DEL SUR SA CV,5A AV PTE NO 2285,ARBOLEDAS,TUXTLA GUTIERREZ CHIS
GPO GASOL DEL SUR,GPO GASOL DEL SUR SA CV,BLVD BELISARIO DGUEZ NO 2426,BUROCRATICA SUR,TUXTLA GUTIERREZ CHIS
KOPLA TUZANTLA,KOPLA SA CV,CARR ZITACUARO HUETAMO KM 54.5,EL OLIVO,TUZANTLA MICH
GASOL EXCELENCIA,GASOL EXCELENCIA SA CV,CARR URIANGATO MORELIA NO 3650,URIANGATO,URIANGATO GTO
GASOL L TULIPANES DEB ,GASOL LOS TULIPANES SACV,LIBRAMIENTO SUR KM 49 150,SAN JOSE CUARACURIO,URIANGATO GTO
OPER DE SERV DEL BAJIO,OPER SERV BAJIO SA CV,MIGUEL HIDALGO NO 70,URIANGATO,URIANGATO GTO
SERV TORRES HERMANOS  ,SILVA MARTINEZ MA SOLEDAD,JOSE MA MORELOS NO 90,CUITZILLO,URIANGATO GTO
SUPER SERV YEGUE,SUPER SERV YEGUE SA CV,MIGUEL ALEMAN SN,ADMON COR VILLA URSULO GALVAN,URSULO GALVAN VER
EUREKA INDUSTRIAL,EUREKA INDUSTRIAL SA CV,PASEO LAZARO CARDENAS NO 560,PUREPECHAS,URUAPAN MICH
GASOL EXPO,PLANCARTE MOLINA PEDRO,BLVD IND NO 5000,CUAUHTEMOC,URUAPAN MICH
GASOL INDUSTRIAL,GASOLINERA INDUSTRIAL SA CV,BLVD INDUSTRIAL NO 1848,EL COLORIN,URUAPAN MICH
GASOL LA FUENTE,NUNEZ REYES ISIDRO,CALZ LA FUENTE NO 2900,TABACHINES,URUAPAN MICH
GASOL MAFHER URUAPAN  ,MADRIGAL VIVEROS HERIBERTO,BLVD IND NO 4140,SAN RAFAEL,URUAPAN MICH
GASOL MICHOCAN,GASOLINERIA MICHOACAN SA CV,BLVD INDUSTRIA NO 221,RUIZ EDUARDO,URUAPAN MICH
GASOL NAVARRO,NAVARRO MURGUIA GUILLERM,PASEO GRAL L CARDENAS,LA MAGDALENA,URUAPAN MICH
GASOL PUREPECHA,GASOL PUREPECHA SA CV,KM 1 CARR URUAPAN APATZING SN,EL PERIODISTA,URUAPAN MICH
GASOL ZUMPIMITO,DIST DE PROD REF ZUMPIMITO SA ,PASEO DE LA REVOLUCION NO 3500,ZUMPIMITO,URUAPAN MICH
SERV OLIMPIA,SERVICIO OLIMPIA SA CV,CARR URUAPAN APATZ KM 3.2,ZUMPIMITO,URUAPAN MICH
SERV NOVOA BLANCARTE,SERV NOVOA BLANCARTE SACV,CARR BRISENAS SAHUAYO KM 22.6,CENTRO,V CARRANZA MICH
GASOL LA PUERTA,GASOLINERIA PUERTA SA CV,CARR MEXICO TUXPAN KM 269 SN,VILLA LAZARO CARDENAS,V CARRANZA PUE
GASOL,FIGUEROA MTZ CARLOS H,C 41 X 62 TABLAJE CAT NO 4104,CENTRO,VALLADOLID YUC
GASOL JUAN CARLOS MERE,PEREZ MERELLES JUAN CARLOS,AV ALFREDO MAZO NO 150,COVADONGA,VALLE CHALCO SOLIDARIDAD EM
GPO AUTOPISTA,GPO AUTOPISTA SA CV,LERDO DE TEJADA MZ 54 LT 3,DARIO MTZ PALACIOS,VALLE CHALCO SOLIDARIDAD EM
LA HACIENDA DE XICO,GAS LA HACIENDA DE XICO SA CV ,AV TEZOZOMOC NO 1,JARDINES DE CHALCO,VALLE CHALCO SOLIDARIDAD EM
SERV EXPRES,GAS LA HACIENDA DE XICO SA CV ,OTE 28 NO MZA 5 LT 1,INDEPENDENCIA,VALLE CHALCO SOLIDARIDAD EM
SERV VALLE DE CHALCO  ,SERV VALLE DE CHALCO SA CV,AV CUAUHTEMOC NMZ 87 LT 1,DARIO MARTINEZ,VALLE CHALCO SOLIDARIDAD EM
SERV VALLE DE CHALCO  ,SERVICIO VALLE DE CHALCO SA CV,AV CUAUHTEMOC SN MZ 87 LT 20,INDEPENDENCIA CHIMALPA,VALLE CHALCO SOLIDARIDAD EM
COMB Y LUB ROQUI,COMB LUB ROQUI SA CV,CARR NO 82 ESQ AV S GUAJARDO,LEONISTICA,VALLE HERMOSO TAMPS
COMB Y LUB ROQUI,COMB LUB ROQUI SA CV,AV L CARDENAS SN E SAT Y SERDA,LEONISTICA,VALLE HERMOSO TAMPS
ENERGETICOS RODRIGUEZ ,ENERGETICOS RODRIGUEZ SA CV,C LAS YESCAS KM 83 675 NO 2503,LEONISTICA,VALLE HERMOSO TAMPS
GRUPO SAYRO,SAENZ DE LA GARZA JESUS H,CARR NO 120 E CIPRES Y EUCALIP,LEONISTICA,VALLE HERMOSO TAMPS
GRUPO SAYRO,SAENZ DE LA GARZA JESUS H,AV L ECHEVERRIA Y C 11 NO 1200,LEONISTICA,VALLE HERMOSO TAMPS
SERV GUERRA,SERV GUERRA SRL,AV LAZARO CARDENAS NO 594,CENTRO,VALLE HERMOSO TAMPS
SERV RIVAS VALPARAISO ,SERV RIVAS DE VALPARAISO SA CV,CAR VALPARAISO HUEJUQUILLA KM2,CENTRO,VALPARAISO ZAC
COMB Y LUB DE VENADO  ,COMB Y LUB DE VENADO SACV,CARR VENADO MOCT KM 150 MTS SN,VENADO,VENADO SLP
COMB Y LUB ALVARADO,COMBUS Y LUB ALVARADO SACV,CARR VERACRUZ ALVARADO KM 152,ALVARADO,VERACRUZ VER
CORP YUNES MARQUEZ,CORP YUNES MARQUEZ SA CV,BLVD M AVILA CAMACHO NO 3191,ZARAGOZA IGNACIO,VERACRUZ VER
GAS MABARAK,VERACRUZANA D GAS SA CV,YANEZ NO 1705,COLON CRISTOBAL,VERACRUZ VER
GAS MABARAK,VERACRUZANA DE GAS SA CV,RAFAEL CUERVO NO 25,TARIMOYA ZONA URBANA,VERACRUZ VER
GAS MABARAK,VERACRUZANA D GAS SA CV,CARR CARDEL NAUTLA KM 200 500,CENTRO,VERACRUZ VER
GAS MABARAK,GAS DE VERACRUZ MABARAK SA CV ,CARR MEXICO KM 442,VILLA FRANCISCO,VERACRUZ VER
GAS MABARAK,VERACRUZANA D GAS SA CV,KM 4.5 CARR VER CARDEL SN,LAS HORTALIZAS FOVISSSTE,VERACRUZ VER
GASOL ECHEVEN,SERV ECHEVEN SA CV,ECHEVEN NO 979,CENTRO,VERACRUZ VER
GASOL EMAKI,EMAKI DEL SURESTE SA CV,AV VERACRUZ NO 964,PLAYA LINDA,VERACRUZ VER
GASOL OLYMPIA VER,GASOL OLYMPIA VER SA CV,GENERAL PRIM NO 244 246,CENTRO,VERACRUZ VER
GASOL LAS AMERICAS,GASOLINERIA LAS AMAERICAS SACV,CALZ RUIZ CORTINEZ 496,BOCA DEL RIO,VERACRUZ VER
GASOL RAQUEL DEB,GASOL RAQUEL SA CV,RAFAEL CUERVO NO 1030,ASTILLEROS DE VERACRUZ,VERACRUZ VER
OPER RASINES FRANQUICI,OPER RASINES DE FRANQUIC SACV ,PROL SALVADOR DIAZ MIRON 4941,LAS GRANJAS,VERACRUZ VER
PEMEX BOLIVAR DL GOLFO,BOLIVAR DL GOLFO GAS SACV,PASEO DLS EBANOS SN ESQ CARR V,FRACC FLORES DL VALLE,VERACRUZ VER
PEMEX SUP SERV BOL DEB,SUPER SERV BOLIVAR SACV,SIMON BOLIVAR SN ESQ F MAGON,ZARAGOZA,VERACRUZ VER
SERV DOS HERMANOS,SERV DOS HERMANOS SA CV,EJERCITO MEXICANO NO 12,CENTRO,VERACRUZ VER
SERV EL COYOL,SERVICIO EL COYOL SA CV,J B LOBOS SN X ALCOCER Y EJE 1,EL COYOL,VERACRUZ VER
SERV FLORESTA,GRUPO FERCHE SA CV,SALVADOR DIAZ MIRON,FLORESTA,VERACRUZ VER
SERV FRAMBOYAN DEB,SERVICIO FRAMBOYAN SA CV,MZ 1 LT 1 CARR VER XAL KM 12,FRAMBOYANES CD IND,VERACRUZ VER
SERV LAS BAJADAS,SERVICIO LAS BAJADAS SA CV,PROL JB LOBOS PARCELA NO21 LT4,LAS BAJADAS,VERACRUZ VER
SERV LOS PINOS,DIAZ PEREZ REMEDIOS,AV CUAUHTEMOC Y C PEREZ SN,CENTRO,VERACRUZ VER
SERVIGILGA,SERVIGILGA SA CV,M ANGEL DE QUEVEDO NO 5872,ORTIZ RUBIO PASCUAL,VERACRUZ VER
SERVIGILGA,SERVIGILGA SA CV,CARR VER MED NO 979 ESQ NUEVA,TEJERIA ESTACION,VERACRUZ VER
SUPER SERV RIVERA,SUPER SERVICIO RIVERA SA CV,AV PDTE MIGUEL ALEMAN NO 1456,FRACC MODERNO,VERACRUZ VER
SUPER SERV RIVERA DEB ,SUPER SERVICIO RIVERA SA CV,AV PDTE MIGUEL ALEMAN NO 1456,FRACC MODERNO,VERACRUZ VER
GAS IMPERIAL DURANGO  ,REGIO GAS LERDO SA,CARR PANAMERICANA NO KM 870,GUERRERO VICENTE VILLA,VICENTE GUERRERO DGO
COMERC NANDALUMI 6959 ,COMERC NANDALUMI SA CV,5 NTE PTE NO 100,BUENA VISTA,VILLA CORZO CHIS
GPO CHANONA ESPINOSA  ,GRUPO CHANONA ESPINOSA SA CV  ,CARR REVOLUCION MEXICANA CONCO,REVOLUCION MEXICANA,VILLA CORZO CHIS
SERV MILLAN,MAYORGA MILLAN LUIS,AV 16 DE SEPTIEMBRE SN NO 10,TEZONTEPEC,VILLA D TEZONTEPEC HGO
GRUPO 65,GRUPO 65 SA CV,CARMEN SERDAN NO 266,EL LLANO,VILLA DE ALVAREZ COL
GRUPO GASOCOL,GRUPO GASOCOL SA CV,CARR COLIMA COQUIMATLAN NO 401,JULUAPAN,VILLA DE ALVAREZ COL
REJAGAS PERI EST 7388 ,AUTOSERV COM LUB COL REJA SACV,AV TERCER ANILLO PERIF NO 465,CRUZ DE COMALA,VILLA DE ALVAREZ COL
REJAGAS PERI EST 7480 ,AUTOSERV COM LUB COL REJA SACV,AV TERCER ANILLO PERIF NO 470,CRUZ DE COMALA,VILLA DE ALVAREZ COL
SERV LA PETATERA,SERV LA PETATERA SA CV,J MERCED CABRERA NO 369,LA HACIENDITA,VILLA DE ALVAREZ COL
JAVIER RAMIREZ AGUILAR,RAMIREZ AGUILAR FRANCISCO,CARR SN LUIS OJUELOS SN KM 61,SAN FRANCISCO,VILLA DE ARRIAGA SLP
SERV VILLA DE COS,SERV VILLA DE COS SA CV,CARR GUADALAJARA SALTIL KM 54,CENTRO,VILLA DE COS ZAC
GASOL ETLA 1,RODRIGUEZ JAQUIM ALEJANDRO,CARR INTNAL KM 15.1 L 2,ETLA,VILLA DE ETLA OAX
GASOL VILLA REYE,SUPER SERV VILLA REYES SA CV  ,KM 49 CARR SAN FELIPE SN,CARRERA TORRES ALBERTO,VILLA DE REYES SLP
SUPERSERV VILLA CARBON,SUPERSERV VILLA CARBON SA CV  ,AV ALFREDO DEL MAZO NO 14,VILLA DEL CARBON,VILLA DEL CARBON EM
SERV EL LEONCITO,SERV EL LEONCITO SA CV,KM 53 900 CARR FED 57 SLP MAT,VILLA HIDALGO,VILLA HIDALGO SLP
SUPER GASOL GUERRERO  ,SUPER GASOL GUERRERO SA CV,CARR 57 KM 60 300 TRAMO SLP,SAN LORENZO,VILLA HIDALGO SLP
SERV COSTA SUR,SERVICIO COSTA SUR SA CV,JUAREZ NO 248,PURIFICACION VILLA,VILLA PURIFICACION JAL
SERV EXPRESS,MIER BALTAZAR PEDRO,CARR TUXT VILLAFLORES KM 84.5,VILLAFLORES,VILLAFLORES CHIS
AUTO SERV GRIJALVA DEB,ESTACIONES DE SERV AUTO SA CV ,PSEO TABASCO NO 906,JESUS GARCIA,VILLAHERMOSA TAB
AUTO SERV LA GLORIETA ,AUTO SERV LA GLORIETA SA CV,AV GREGORIO MENDEZ MAGANA NO 2,ATASTA DE SERRA,VILLAHERMOSA TAB
GASOL CD IND,GASOLINERA CD IND SA CV,BLVS IND NAL ESQ ZACATENCO,CD IND,VILLAHERMOSA TAB
GASOL EDMAGRA,OPER TABASQUENA EDMAGRA SACV  ,CARR VILLAHERMOSA CARDENAS KM,GONZALEZ 1A SECCION,VILLAHERMOSA TAB
GASOL SERV PARRILLA,SERVICIO PARRILLA SA CV,CARR VILLAHERMOSA TEAPA KM 13,CENTRO,VILLAHERMOSA TAB
OPER EST DE SERV CIMA ,OPER EST DE SERV CIMA SA,CARR VILLA HERMOSA ESC SN,POBLADO DOS MTES,VILLAHERMOSA TAB
OPER EST SERV TABASCO ,OPER EST SERV TABASCO SACV,AV ADOLFO R CORTINEZ NO 304,CASA BLANCA,VILLAHERMOSA TAB
OPER EST SERV VHSA,OP EST SERV VILLAHERMOSA SACV ,AV ADOLFO R CORTINEZ NO SN,ATASTA,VILLAHERMOSA TAB
S S LOMA DE CABALLO,SUPER SERV LOMA CABALLO SA CV ,RA ANACLETO 4 SECC KM 8 CARR V,CENTRO,VILLAHERMOSA TAB
SERV DEPORTIVA,GPO EMP COMERCIAL MTY SA CV,16 DE SEPTIEMBRE SN,PRIMERO DE MAYO,VILLAHERMOSA TAB
SERV EL NEGRO,SERVICIO EL NEGRO SA CV,PROL FRANCI JAVIER MINA NO 180,CASA BLANCA,VILLAHERMOSA TAB
SERV LEAL Y MONTEROS  ,SERVICIO LEAL Y MONTEROS SA CV,AMATE ESQ CARR FED VHSA TEAPA,FOVISSSTE 2A ETAPA,VILLAHERMOSA TAB
SERV MONTEROS,SERVICIO MONTEROS SA CV,PERIF C PELLICER CAMAR NO 1112,PRIMERO DE MAYO,VILLAHERMOSA TAB
SERV ULTRA,SERVICIO ULTRA SA CV,ANILLO PERIF PELLICER 2738,CENTRO,VILLAHERMOSA TAB
SERV USUMACINTA,SERVICIOS USUMACINTA SA CV,PSO USUMACINTA NO 1203,TABASCO 2000,VILLAHERMOSA TAB
SERVI PROMOS,SERVICIOS PROMOS SA CV,BLVD A RUIZ CORTINEZ 1114,FRACC OROPEZA,VILLAHERMOSA TAB
SERVI PROMOS,SERVICIOS PROMOS SA CV,CARR V HERMOSA CARDENAS 162 40,LOMA DE CABALLO,VILLAHERMOSA TAB
SERV CRUCERO JARIPO,SERV CRUCERO JARIPO SA CV,KM 191.5 CARR MORELIA SN,ZAPATA EMILIANO,VILLAMAR MICH
SERV VILLANUEVA,SERVICIO VILLANUEVA SA,PROL ALLENDE SN,EL SALTO,VILLANUEVA ZAC
SERV VISTA HERMOSA,SERV VISTA HERMOSA SA CV,HIDALGO NO 246,CENTRO,VISTA HERMOSA MICH
SERV VISTA HERMOSA DEB,SERV VISTA HERMOSA SA CV,HIDALGO NO 246,CENTRO,VISTA HERMOSA MICH
GAS MABARAK,GAS D XALAPA SA CV,KM 5 CARR XALAPA VER SN,PEDREGAL DE LAS ANIMAS,XALAPA DE ENRIQUEZ VER
GASOL ALDIA,ALDIA SA CV,LAZARO CARDENAS NO 81,SUMIDERO INFONAVIT,XALAPA DE ENRIQUEZ VER
GASOL ALFA,GASOLINERIA ALFA SA CV,AV LAZARO CARDENAS NO 817,LUCIO RAFAEL,XALAPA DE ENRIQUEZ VER
GASOL GARNICA,GASOL GARNICA SA CV,KM 1 CARR XALAPA VER SN,ACUEDUCTO ANIMAS,XALAPA DE ENRIQUEZ VER
GASOL PALVE,VEGA ARRIAGA MARIA HILDA,AV RAMON LOPEZ VELARDE NO 39,ANAYA CAROLINO,XALAPA DE ENRIQUEZ VER
GASOL SERV VERACRUZ,GASOL SERV VERACRUZ SRL CV,AV AVILA CAMACHO NO 101,CENTRO,XALAPA DE ENRIQUEZ VER
GRUPO JESSY,GRUPO JESSY SA CV,CARR XALAPA COATEPEC NO 575,JUAREZ BENITO SUR,XALAPA DE ENRIQUEZ VER
